date,OT,Ratio_0,Ratio_1,Ratio_2,Ratio_3,Wind
2023-01-01 00:00:00,0.0,0.2649989763655646,0.0,17.295187799250584,64.87455463191849,2.726137399194837
2023-01-01 00:15:00,0.0,0.4350840251045763,0.0,20.777159814059722,70.68893628686557,1.4220862250114887
2023-01-01 00:30:00,21.96742886694124,0.3017483684980539,0.0,16.872678883123704,70.21685195627165,2.2280394562835366
2023-01-01 00:45:00,0.0,0.3142808627750971,0.0,22.894173475802745,68.36393128553256,2.7076037671329996
2023-01-01 01:00:00,0.0,0.4328662785362314,0.0,18.644368904901718,72.10933398086462,3.1752317969563606
2023-01-01 01:15:00,0.0,0.610282330047861,0.0,19.60294159373102,66.34835542767387,1.6711811868244908
2023-01-01 01:30:00,21.67519104941446,0.22961248353030245,0.0,20.298496873425393,66.83128390302144,1.9484195946615457
2023-01-01 01:45:00,0.0,0.5388218063256602,0.0,13.943765826255866,70.23008899739295,1.0031279904146202
2023-01-01 02:00:00,8.432908697755309,0.15208886800956656,0.0,17.45361771005539,62.60931157711925,2.7203384761896543
2023-01-01 02:15:00,4.715251153127943,0.9604277474085898,0.0,23.521582226541682,85.7092285815943,2.042278100683167
2023-01-01 02:30:00,0.0,0.7587516760706757,0.0,18.109477710418798,72.73167886447357,0.6134310885822918
2023-01-01 02:45:00,0.0,1.0,0.0,22.207820257979975,76.66697227823626,1.5948743892652488
2023-01-01 03:00:00,0.0,1.0,0.0,20.65227251879609,73.43216038902005,1.8299094668660298
2023-01-01 03:15:00,0.0,1.0,0.0,12.51681289590226,78.52199450552344,1.358019192794175
2023-01-01 03:30:00,38.47151096198892,0.8013511308142093,0.0,20.12211201322909,81.38045388812583,1.2285290638586281
2023-01-01 03:45:00,0.0,1.0,0.0,14.735135860542858,71.6610518663574,0.3177196813318892
2023-01-01 04:00:00,28.282565463892247,0.8563291045231092,0.0,18.78369288315114,78.38267216730208,2.0453182151016565
2023-01-01 04:15:00,46.33534635374354,0.8655733073247422,0.0,16.753195950322674,64.64765739713556,1.5255139382490055
2023-01-01 04:30:00,24.38995459831216,1.0,0.0,18.065285239139925,76.54870615444817,2.8624878390010986
2023-01-01 04:45:00,27.90168049848914,1.0,0.0,17.787365423982724,82.18745967052307,1.846364958820744
2023-01-01 05:00:00,0.0,0.9648441363083401,0.0,18.728004065782713,76.60408358856249,2.7856143983904453
2023-01-01 05:15:00,16.410157590918402,0.8399830388459439,0.0,16.65506021071152,70.78948375805614,0.7617288279048595
2023-01-01 05:30:00,16.796927129073197,0.8103086258650822,0.0,13.947078097659539,74.36500288050071,2.3276941958270236
2023-01-01 05:45:00,0.0,1.0,0.0,14.97013663804005,84.94554300658913,2.6766550549397077
2023-01-01 06:00:00,0.0,1.0,0.0,20.74871977327298,87.45967505737883,2.692876338104079
2023-01-01 06:15:00,0.0,1.0,0.06540312923014306,23.958318749130395,86.90702157574962,1.6797013372326606
2023-01-01 06:30:00,0.0,1.0,0.13052619222005157,20.26402960653566,82.10618080802578,1.0729507186757266
2023-01-01 06:45:00,325.50124918580593,0.21421134201519654,0.19509032201612825,22.86797599303533,64.1362200203392,3.6192849079243183
2023-01-01 07:00:00,145.92682726439475,1.0,0.25881904510252074,24.036390095220163,82.34100108074577,1.765348325760845
2023-01-01 07:15:00,133.18419699221582,1.0,0.3214394653031616,17.759802538342715,71.00374516220238,0.7722674518503205
2023-01-01 07:30:00,211.140154316321,1.0,0.3826834323650898,16.9742472062162,71.32715247325832,1.7521482640851997
2023-01-01 07:45:00,243.15873046437665,1.0,0.44228869021900125,23.153695070255708,82.03489310916129,2.291498072722648
2023-01-01 08:00:00,273.4061197651874,0.9729360498633841,0.49999999999999994,18.32306560596718,78.7400874176613,1.2561098963838875
2023-01-01 08:15:00,257.3344442247261,1.0,0.5555702330196022,23.849386765785248,78.81970849163126,2.376562183932064
2023-01-01 08:30:00,330.7024717602804,1.0,0.6087614290087207,20.870465920069385,75.021514730071,2.86215507538369
2023-01-01 08:45:00,399.67689418646387,1.0,0.6593458151000688,24.04003989640533,69.28156742977599,1.9268262449760702
2023-01-01 09:00:00,271.1440057901517,1.0,0.7071067811865475,24.231720773281555,67.52842127824627,2.978760164676481
2023-01-01 09:15:00,404.6867682902155,1.0,0.7518398074789774,28.58207004202864,77.17183646185059,1.8565437200952708
2023-01-01 09:30:00,350.12041489669514,1.0,0.7933533402912352,25.578509579416494,77.48059966519668,1.506281511595549
2023-01-01 09:45:00,462.76062215415436,0.9891717344169586,0.8314696123025451,24.53437564765436,65.86637281438077,3.551982668241795
2023-01-01 10:00:00,570.3397298545817,0.9246987680523894,0.8660254037844386,28.538719990577064,66.1361507887448,2.603104865346755
